From Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,SR,BP,VWS,AT,RF,Xylene,TOT-RF
22-06-2022 00:00,30.8,88.25,29.73,35.23,42.95,18.18,9.95,0.55,4.92,3.45,23.88,29.35,76.82,1.28,246.48,127.9,743.33,0,30.38,0,3.17,0
23-06-2022 00:00,26.12,82.87,32.02,40.52,47.63,18.45,8.33,0.44,5.98,2.34,10.2,29.56,76.84,1.75,258.57,122.46,744.1,0.01,30.62,0,2.78,0
24-06-2022 00:00,46.25,107.55,32.86,40.7,48.41,18.43,9.34,0.5,4.84,3.45,39.78,29.52,82.11,1.65,260.97,47.69,743.4,0,29.6,0,3.76,0
25-06-2022 00:00,45.49,104.7,38.21,40.32,52.54,19.82,12.18,0.67,4.13,3.34,36.55,28.84,83.63,1.57,261.78,53.62,741.73,0,28.23,0.01,3.58,0.5
26-06-2022 00:00,33.63,84.6,23.89,36.63,38.95,18.96,10.94,0.46,4.9,3.43,47.7,29.04,80.33,1.69,242.18,110.47,742.35,0,29.46,0.19,2.68,17.5
27-06-2022 00:00,29.06,88.92,26.94,35.97,41.1,17.61,10.75,0.41,5.43,2.93,20.78,29.41,77.69,1.82,249.9,139.57,743.53,0,30.79,0,2.35,0
28-06-2022 00:00,33.7,88.19,29.23,31.9,40.78,15.82,11.77,0.44,4.14,2.84,39.28,28.43,78.87,1.58,263.42,95.86,743.22,0,30.03,0,2.84,0
29-06-2022 00:00,36.47,98.81,24.76,32.38,37.36,15.89,12.29,0.49,4.23,3.77,21.05,28.64,78.62,2.18,247.87,124.9,742.19,-0.01,30.89,0,2.51,0
30-06-2022 00:00,36.77,107.4,22.45,33.32,36.01,15.96,13.01,0.6,4.38,2.92,9.94,28.64,79.04,2.16,233.67,112.93,742.03,-0.01,31.31,0.01,2.41,0.5
01-07-2022 00:00,32.93,93.26,24.31,33.68,37.72,18.13,11.68,0.51,5.96,2.48,11.89,29.77,76.08,1.89,236.62,129.58,741.57,0,32.28,0,2.16,0
02-07-2022 00:00,43.2,105.06,20.11,39.23,37.26,21.11,12.03,0.53,12.22,3.01,22.05,28.68,80.26,1.37,217.77,54.67,740.49,0,30.76,0,2.71,0
03-07-2022 00:00,46.42,113.24,24.61,41.12,41.92,20.6,9.04,0.63,9.71,5.6,53.73,28.51,77.77,1.37,234.29,95.76,740.48,0,31.85,0,3.06,0
04-07-2022 00:00,26.81,80.05,29.54,32.53,41.37,14.86,11.89,0.46,5.41,3.13,38.86,28.64,73.1,2.18,271.28,87.51,740.43,0,30.6,0.01,3.19,0.5
05-07-2022 00:00,31.84,81.49,29.38,30.77,40.29,13.86,12.93,0.37,4.38,3.02,23.47,28.73,76.75,2.14,263.09,69.05,740.09,0,29.91,0,2.79,0
06-07-2022 00:00,25.28,67.14,25.99,30.54,37.41,13.4,12.04,0.38,4.37,2.76,15.42,28.88,78.88,2.38,250.58,93.75,740.81,0,29.94,0.33,2.78,28
07-07-2022 00:00,36.94,91.06,33.66,32.98,44.93,13.34,12.38,0.52,4.41,2.77,19.98,28.59,78.58,1.73,261.08,61.42,742.19,0,30.06,0.01,3.6,0.5
08-07-2022 00:00,26.19,59.08,33.74,33.69,45.39,13.18,12.76,0.39,5.59,2.65,15.46,28.77,82.27,1.9,260.09,72.99,740.44,0,28.4,0.29,3.07,26
09-07-2022 00:00,19.85,52.22,30.97,30.64,41.51,13.08,12.5,0.29,4.41,2.28,17.83,28.65,81.53,2.46,262.57,100.02,738.48,0,28.06,0,2.52,0
10-07-2022 00:00,16.63,51.31,27.6,30.58,38.74,13.46,12.54,0.24,4.41,1.85,13.75,28.8,77.1,2.44,254.45,113.6,738.1,0,29.31,0,2.09,0
11-07-2022 00:00,19.88,43.71,32.54,30.7,42.83,13.98,12.85,0.28,4.38,2.12,14.79,28.65,84.95,2.55,267.36,30.97,738.99,0,25.7,0.03,2.34,2.5
12-07-2022 00:00,17.56,50.57,33.73,31.31,44.11,15.16,13.05,0.32,4.25,2,11.37,28.79,81.67,2.62,243.29,77.32,738.27,0,26.46,0,2.49,0
13-07-2022 00:00,21.55,72.89,30.21,31.29,41.24,16.31,12.24,0.25,4.36,1.84,11.81,28.76,77.2,2.77,249.78,88.08,737.69,0,27.56,0,2.4,0
14-07-2022 00:00,22.83,101.71,29.84,30.85,40.71,19.48,11.18,0.3,4.46,2.09,10.3,30.64,75.08,2.68,259.31,86.67,737.44,0,28.34,0,2.38,0
15-07-2022 00:00,31.8,103.69,36.51,39.9,50.95,18.78,12.21,0.63,5.4,2.68,17.5,27.62,73.6,1.8,260.18,82.73,740.03,0,30.06,0,3.95,0
16-07-2022 00:00,36.63,107.96,38.54,33.28,49.07,8.42,10.58,0.38,4.44,2.87,19.26,29.66,82.08,1.36,271.13,53.5,741.07,0,28.59,0.01,4.09,1
17-07-2022 00:00,31.67,94.42,27.45,30.57,38.57,3.96,11.66,0.45,4.3,2.87,14.63,27.8,83.79,1.76,251.38,52.33,741.66,0,27.94,0.01,2.48,1
18-07-2022 00:00,24.86,84.23,26.19,30.26,37.43,5.08,11.31,0.35,4.33,2.01,8.61,27.9,82.04,2.18,244.7,85.84,742.99,0,28.64,0.13,2.44,12
19-07-2022 00:00,27,104.28,21.51,31.27,34.16,5.52,12.02,0.36,4.37,2.17,8.37,27.85,77.74,2.29,246.85,161.49,743.57,0,31.02,0,2.06,0
20-07-2022 00:00,37.18,130.63,17.48,34.8,32.76,5.93,11.41,0.37,4.21,2.78,8.07,28.18,77.3,2.49,253.29,149.43,743.51,0,31.67,0,2.16,0
21-07-2022 00:00,44.79,142.79,20.14,39.52,37.44,6.46,12.36,0.58,5.8,2.97,11.95,27.65,77.63,1.91,260.77,93.95,743.25,0,31.42,0.01,2.65,0.5
22-07-2022 00:00,31.88,93.69,27.67,33.67,40.44,6.88,12.53,0.45,4.23,2.83,22.22,27.77,76.87,2.01,269.5,76.2,742.93,0,29.9,0,2.46,0
23-07-2022 00:00,29.07,104.88,28.16,32.27,40.1,7.22,10.67,0.38,4.26,2.69,13.89,27.81,75.95,2.19,263.03,126.1,741.89,0,30.16,0,2.08,0
24-07-2022 00:00,25.01,80,23.93,31.28,36.13,7.64,12.6,0.41,4.34,1.99,10.76,27.87,77.15,2.25,272.43,92.54,743.09,0,29.12,0.01,1.68,0.5
25-07-2022 00:00,26.78,86.08,21.65,33.64,35.54,8.44,13.51,0.37,5.84,2.14,17.05,28.11,76.44,1.8,256.45,180.03,744.71,0.01,30.67,0,1.67,0
26-07-2022 00:00,34.78,126.08,33.92,43.88,50.96,7.31,11.82,0.54,5.74,3.14,13.22,28.34,79.05,1.22,251.92,122.34,746.06,0,29.79,0.01,2.62,0.5
27-07-2022 00:00,27.04,116.11,32.74,29.41,42.31,10.21,10.87,0.26,7.9,2.32,10.65,28.5,76.74,1.52,244.25,187.01,746.22,0.02,30.87,0,2.84,0
28-07-2022 00:00,26.84,95.61,25.86,29.88,36.91,9.47,12.46,0.52,6.7,2.54,51.83,28.5,76.3,1.77,263.95,160.92,746.62,0.01,31.22,0,1.43,0
29-07-2022 00:00,27.12,104.07,28.43,29.07,38.63,62.62,11.03,0.44,4.05,2.85,57.65,28.92,75.07,1.99,268.28,165.11,745.95,0,32.1,0,2.17,0
30-07-2022 00:00,32.32,101.23,29.68,28.25,39.2,48.4,10.17,0.39,6.68,2.7,80.69,28.95,74.91,1.96,268.37,169.51,744.76,0,32.27,0,1.87,0
31-07-2022 00:00,20.34,64.16,25.74,23.79,33.63,37.62,9.37,0.26,4.54,1.71,14.31,28.77,79.34,2.32,274.39,135.23,743.54,0,31.48,0.32,1.28,23.5
01-08-2022 00:00,22.53,80.68,22.29,31.59,34.96,28.43,12.9,0.37,8.25,2,19.45,28.85,74.42,1.56,271.42,158.56,743.28,0,31.44,0,1.43,0
02-08-2022 00:00,33.14,115.28,25.56,29.82,36.68,18.99,14.34,0.22,13.4,1.89,12.88,28.88,75.93,1.27,269.09,159.05,742.38,0.01,32.15,0,1.57,0
03-08-2022 00:00,28.49,96.86,18.86,25.66,29.03,21.82,13.27,0.23,15.79,1.62,6.59,28.55,74.75,0.51,229.58,162.73,742.74,0.01,31.78,0,1.42,0
04-08-2022 00:00,16.46,75.41,21.59,24.04,30.38,20.15,12.66,0.3,15.55,1.41,6.47,28.73,75.24,0.9,206.92,108.61,742.64,0.01,30.68,0,1.13,0
05-08-2022 00:00,22.92,80.88,24.84,26.93,34.56,15.79,11.27,0.25,7.77,1.75,7.71,28.85,77.36,1.31,266.1,96.37,741.9,0.01,29.56,0,1.7,0
06-08-2022 00:00,24.57,68.07,25.52,31.87,37.75,15.06,12.76,0.4,6.26,2.21,19.82,28.87,77.52,1.22,274.18,85.64,740.48,0,29.27,0.2,1.38,18
07-08-2022 00:00,22.23,58.09,29.7,30.14,40.23,13.3,12.37,0.31,4.64,2.19,29.52,28.92,82.88,1.51,280.36,67.7,738.41,0,27.78,0.02,1.4,1.5
08-08-2022 00:00,27.25,62.64,39.99,32,49.57,12.63,10.11,0.35,4.29,2.17,14.45,28.9,86.41,1.78,265.64,31.01,737.77,0,25.69,0.1,1.64,9.5
09-08-2022 00:00,21.6,74.96,24.46,27.59,34.61,11.67,10.79,0.29,4.37,1.53,8.32,28.63,80.69,3.07,269.02,78.3,738.25,0.01,27.46,0,1.11,0
10-08-2022 00:00,28.69,117.47,24.32,30.64,36.11,12.25,11.2,0.42,4.37,2.15,7.69,28.57,74.64,2.9,292.11,78.47,739.56,0.01,29.29,0,1.19,0
11-08-2022 00:00,26.29,108.17,19.56,28.88,31.3,12.59,8.87,0.34,4.88,1.68,7.04,28.71,72.84,1.52,288.3,123.75,741.75,0.01,31.17,0,1.24,0
12-08-2022 00:00,26.31,84.74,25.7,30.8,37.32,13.43,11.1,0.38,4.55,2.22,9.6,28.77,70.68,0.3,275.22,125.28,742.39,0,32.44,0,1.75,0
13-08-2022 00:00,29.38,90.26,34.36,34.04,46.08,15.66,11.99,0.43,4.37,2.23,17.02,28.67,73.21,0.3,278.7,38.89,741.75,0,30.17,0,2.08,0
14-08-2022 00:00,22.21,70.04,29.71,30.56,40.45,13.6,10.22,0.4,4.6,1.87,11.55,28.47,81.1,0.3,269.3,38.59,741.6,0,26.82,0.03,1.57,3
15-08-2022 00:00,25.46,107.63,23.75,30.65,35.66,12.72,11.39,0.55,4.53,2.24,5.97,28.43,76.11,0.3,288.1,97.51,744.49,0.01,29.25,0,1.11,0
16-08-2022 00:00,25.16,91,22.21,30.96,34.57,13.75,10.84,0.37,4.41,2,7.91,28.83,75.1,0.67,276.01,136.63,746.06,-0.01,31.05,0,1.52,0
17-08-2022 00:00,40.38,116.17,21.45,32.96,35.02,14.65,7.71,0.47,4.41,2.75,9.12,28.84,77.38,1.56,273.56,115.86,745.31,-0.04,31.56,0,1.71,0
18-08-2022 00:00,41.57,112.27,19.39,33.73,33.75,15.66,6.69,0.47,8.11,2.76,25.79,28.89,74.84,1.33,262.99,95.45,743.4,0,32.46,0,2.08,0
19-08-2022 00:00,32.37,101.28,36.89,35.58,48.96,14,9.68,0.54,4.64,2.8,24.48,28.32,79.21,0.74,274.39,49.77,742.57,0,28.39,0.04,2.47,3.5
20-08-2022 00:00,32.19,95.08,28.26,30.08,39.02,13.68,8.72,0.39,4.53,2.23,17.99,28.35,73.06,1.53,275.68,95.23,741.95,0,31.37,0,2.04,0
21-08-2022 00:00,34.52,121.67,21.04,32.64,34.51,15.02,8.76,0.47,4.54,2.56,9.79,29.13,73.19,1.35,248.37,149.91,741.95,-0.03,33.32,0,1.64,0
22-08-2022 00:00,33.5,114.87,19.27,31.66,32.54,15.14,8.52,0.4,4.61,2.61,8.21,28.91,76.08,1.22,245.75,114.42,742.28,-0.02,32.21,0,1.71,0
23-08-2022 00:00,32.29,104.32,27.29,37.41,42.12,15.08,10.3,0.42,4.76,2.33,17.19,29.32,73.97,0.89,260.47,141.17,743.5,0.02,32.23,0.02,1.99,1.5
24-08-2022 00:00,26.29,81.91,27.44,35.06,40.99,18.45,7.33,0.43,7,2.21,11.91,28.6,79.02,0.76,240.66,92.32,745.19,0,28.25,0,2.53,0
25-08-2022 00:00,41.07,119.5,32.43,34.96,45,19.06,7.35,0.37,9.45,3.03,18.96,28.46,75.59,0.67,225.34,170.31,744.69,0.05,30.24,0,2.96,0
26-08-2022 00:00,35.77,107.67,14.11,34.26,29.73,18.33,7.5,0.47,9.63,2.31,15.16,29.01,74.23,0.69,223.94,140,743.81,0.02,31.18,0,1.93,0
27-08-2022 00:00,47.79,115.53,17.45,41.3,36.2,16.63,8.05,0.56,7.93,2.81,19.94,28.76,78.59,0.58,237.69,133.66,743.3,0.02,31.36,0.09,7.35,7.5
28-08-2022 00:00,39.16,160.13,33.64,40.85,48.81,20.27,6.61,0.43,13.51,2.69,14.54,28.42,77.91,0.53,227.74,108.52,743.79,0.01,30.34,0,25.05,0
29-08-2022 00:00,27.98,66.98,7.21,17.22,14.91,22.97,8.88,0.26,20.08,1.16,6.32,28.41,75.6,0.54,173.95,143.09,745.81,0.06,31.81,0,17.22,0
30-08-2022 00:00,21.89,62.31,20.13,21.64,27.92,23.85,6.77,0.27,16.41,1.44,8.72,28.73,75.71,0.64,212.57,158.71,746.6,0.06,31.6,0.01,43.2,1
31-08-2022 00:00,26.17,104.01,32.17,29.81,42.05,20.38,3.54,0.45,6.94,2.07,10.2,28.59,77.06,0.6,249.3,115.22,745.81,0,31.03,0,25.82,0
01-09-2022 00:00,13.18,44.37,16.95,17.89,23.34,21.81,6.38,0.22,14.54,1.33,8,28.78,74.91,0.74,232.9,173.31,746.1,0.05,31.61,0,44.53,0
02-09-2022 00:00,7.93,33.21,14.27,14.51,19.35,21.83,8.03,0.26,16.27,0.76,4,28.66,72.66,0.85,222.46,171.29,746.66,0.07,32.8,0,25.73,0
03-09-2022 00:00,15.33,56.9,32.2,32.33,43.42,13.62,6.07,0.48,4.8,2.19,16.93,28.71,73.33,1.01,270.34,165.85,745.61,0,32.16,0,42.79,0
04-09-2022 00:00,32.08,121,31.22,33.99,43.47,15.09,5.25,0.47,5.31,3.36,19.81,28.39,73.79,0.9,273.01,137.17,745.11,-0.01,31.43,0,18.02,0
05-09-2022 00:00,27.4,66.04,22.89,27.57,33.32,14.84,4.75,0.35,8.67,2.58,20.75,28.95,76.11,0.94,263.59,147.91,744.73,-0.01,32.38,0,49.63,0
06-09-2022 00:00,19.92,58.1,21.24,29.17,32.83,13.62,13.52,0.32,16.28,1.84,12.92,29.08,72.96,1.13,270.53,155.04,744.8,-0.02,31.57,0,6.82,0
07-09-2022 00:00,37.86,120.06,36.62,37.7,49.87,18,14.91,0.49,23.39,5.17,18.53,29.35,77.89,0.52,232.16,75.04,744.86,0.03,29.63,0,26.05,0
08-09-2022 00:00,11.03,28.95,16.73,23.03,25.89,15.55,17.46,0.3,15.08,1.57,9.85,28.55,82.7,0.67,191.39,59.16,744.28,0.02,27.77,0.27,0.62,24
09-09-2022 00:00,7.3,27.2,16.6,22.47,25.49,12.66,19.41,0.44,16.15,1.32,7.35,28.88,81.62,0.96,181.28,110.57,743.07,0.05,28.76,0.01,0.55,0.5
10-09-2022 00:00,18.14,43.06,36.02,29.49,45.01,13.57,17.06,0.42,15.05,2.53,22.34,28.54,84.66,0.63,277.49,47.54,741.8,0.02,27.02,0.02,1.1,2
11-09-2022 00:00,26.29,67.19,23.63,29.05,34.66,14.2,16.51,0.38,14.77,2.53,12.95,28.44,81.25,1.29,258.1,111.45,741.12,-0.01,28.45,0,0.68,0
12-09-2022 00:00,23.98,74.18,26.86,28.89,37.24,12.8,20.62,0.51,14.2,2.96,8.54,29.55,79.19,1.31,259.31,60.46,742.55,-0.03,29.14,0.04,0.78,3.5
13-09-2022 00:00,29.63,88.76,24.95,32.13,37.41,15.67,15.57,0.51,13.93,3.04,9.31,28.31,80.56,1.17,249.73,49.56,745.2,-0.03,28.71,0.06,0.97,5
14-09-2022 00:00,35.93,96.77,44.44,42.2,58.61,16.84,14.67,0.78,15.06,4.29,24.1,28.3,84.45,0.39,265.55,28.9,747.03,-0.01,27.13,0.01,1.93,0.5
15-09-2022 00:00,38,101.54,25.67,31.55,37.7,14.5,12.33,0.41,14.4,3.16,13.66,28.22,78.45,1.08,265.24,116.53,746.68,0,29.86,0,1.28,0
16-09-2022 00:00,34.79,103.79,22.07,32.06,35.04,14.81,13.36,0.52,14.65,3.94,12.33,28.74,75.7,1.39,272.85,139.95,744.7,-0.02,31.73,0,1.04,0
17-09-2022 00:00,36.41,117.18,22.01,32.62,35.29,15.16,14.75,0.49,13.99,3.46,13.11,28.88,74,1.25,269.05,150.47,744.16,-0.02,32.66,0,0.92,0
18-09-2022 00:00,31.1,76.51,21.35,35.16,36.1,14.67,11.99,0.31,14.94,2.09,20.77,29.48,74.99,0.85,269.29,49.46,744.1,0.01,30.05,0.02,1.23,2
19-09-2022 00:00,34.68,78.1,42.44,40.81,56.25,20.1,10.81,0.45,15.7,3.09,15.62,28.36,85.5,0.42,272.75,41.25,743.96,0,25.91,0.08,1.63,7
20-09-2022 00:00,34.55,81.89,28.55,36.8,42.82,14.61,14.3,0.58,14.33,2.67,20.76,28.2,81.34,0.51,277.48,76.79,743.26,0,27.52,0.08,1.47,7
21-09-2022 00:00,43.77,110.56,19.11,33.42,33.36,15.2,11.15,0.52,14.79,2.59,19.33,28.54,76.43,0.95,269.67,135.72,743.58,0,30.77,0,1.16,0
22-09-2022 00:00,49.24,109.81,34.82,45.69,52.66,17.68,16.27,0.83,17.75,3.2,16.56,28.39,82.2,0.77,275.5,77.5,744.52,-0.01,28.89,0.1,1.58,9
23-09-2022 00:00,47.73,114.57,37.08,43.3,53.21,21.69,13.05,0.56,23.25,3.42,19.29,28.53,78.37,0.52,240.87,116.1,745.07,0.02,29.53,0,2.48,0
24-09-2022 00:00,43.9,141.05,41.96,50.81,61.19,22.29,9.97,0.49,23.74,3.02,16.04,28.59,76.23,0.63,229.48,140.3,745.22,0.04,29.53,0,2.46,0
25-09-2022 00:00,42.19,138.64,34.01,44.25,51.23,21.03,13.42,0.52,26.78,2.65,13.98,28.68,74.96,0.64,245.02,140.47,745.42,0.05,30.35,0,1.73,0
26-09-2022 00:00,31.52,102.95,23.56,31.18,35.78,23.13,12.15,0.38,22.41,1.77,8.88,28.89,75,1.05,214.77,157.62,745.94,0.07,30.87,0.18,1.04,15
27-09-2022 00:00,35.74,103.76,28.92,34.22,41.76,20.95,15.34,0.43,20.47,1.84,9.53,28.79,76.17,0.65,238.06,150.48,745.08,0.06,30.78,0,1.06,0
28-09-2022 00:00,27.76,89.86,29.07,29.81,39.54,21.92,11.89,0.42,21.27,1.78,8.55,28.79,74.82,0.82,242.94,144.63,744.35,0.05,31.37,0,1.24,0
29-09-2022 00:00,31.52,117.02,28.49,30,39.16,21.7,13.6,0.47,21.93,2.13,8.73,28.67,77.17,0.65,182.23,127.07,743.94,0.06,30.69,0,1.09,0
30-09-2022 00:00,15.22,39.57,14.69,21.19,23.26,17.38,15.27,0.39,21.38,1.28,6.32,28.51,75.4,0.89,182.03,99.3,743.83,0.05,30.67,0,0.68,0
01-10-2022 00:00,27.98,69.35,33.85,40.66,49.18,15.1,21.01,0.8,20.2,1.89,9.17,29.79,78.06,0.82,267.77,23.4,742.96,0.04,28.65,0.05,1.07,4
02-10-2022 00:00,39.05,98.91,32.32,36.73,45.86,19.65,11.17,0.39,22.93,1.63,7.11,28.59,79.31,0.42,253.12,89.29,742.77,0.01,28.49,0.19,0.85,16
03-10-2022 00:00,59.64,132.81,30.04,51.96,52.11,20.97,19.42,0.99,25.54,1.11,6.47,29.18,78.35,0.42,218.04,69.2,742.64,0.02,29.36,0.01,0.88,1
04-10-2022 00:00,38.11,83.17,28.44,36.89,42.74,17.32,24.38,0.44,18.51,3.61,8.72,28.65,83.24,0.57,256.75,29.1,743.15,0.02,27.41,0.05,0.97,4.5
05-10-2022 00:00,15.7,34.23,9.06,16.05,15.95,18.68,26.67,0.28,20.98,1.01,4.78,28.79,81.6,1.07,192.12,114.38,744.53,0.08,28.96,0.1,0.39,9
06-10-2022 00:00,14.63,39.87,8.53,17.88,16.49,22.88,27.46,0.54,28.13,1.1,4.86,28.68,81.87,1.22,184,121.4,745.39,0.11,28.34,0.93,0.43,84
07-10-2022 00:00,15.13,33.91,20.08,21.1,27.47,23.48,26.83,0.64,22.71,1.52,8.05,28.51,81.03,0.66,201.8,99.81,746.44,0.05,28.57,0.06,0.8,5
08-10-2022 00:00,13.33,37.84,26.32,28.39,36.51,18.78,26.17,0.35,19.14,1.75,10.12,28.59,84.09,0.47,233.86,61.67,747.1,0,26.89,0.29,0.89,25.5
09-10-2022 00:00,11.63,25.24,15.8,24.75,26.05,15.52,27.75,0.54,18.37,1.22,6.14,28.75,84.7,0.48,203.33,52.84,747.52,0.01,26.69,0.09,0.47,8
10-10-2022 00:00,20.96,48.82,46.16,42.76,60.31,19.86,27.75,0.87,21.84,2.65,13.83,28.77,85.82,0.3,237.46,48.81,748.76,0.01,26.8,0.01,1.51,1
11-10-2022 00:00,30.26,80.02,61.61,40.61,71.69,23.56,20.49,0.65,26.34,2.41,11.78,29.08,82.24,0.42,232.56,105.9,748.48,0.02,28.23,0,1.35,0
12-10-2022 00:00,35.5,139,78.63,44.79,79.05,24.06,26.75,0.76,21.77,3.84,17.15,28.34,86.1,0.3,242.11,7,748.46,0,25.86,0,2.43,0
13-10-2022 00:00,28.63,59.39,28.18,30.56,38.92,22.55,26.77,0.32,26.79,2.49,15.75,28.59,74.24,0.6,218.31,147.98,747.6,0.04,31.06,0,1.49,0
14-10-2022 00:00,14.2,37.45,16.07,20.99,24.28,17.73,27.74,0.35,18.67,1.76,9.48,28.8,81.37,0.59,217.24,59.47,747.13,0.02,28.17,0.23,0.79,20
15-10-2022 00:00,14.25,75.38,25.47,26.05,34.6,16.56,27.31,0.33,18,2.09,12.23,28.69,85.68,0.67,225.33,42.91,747.17,0,26.12,0.74,0.97,65.5
16-10-2022 00:00,8.59,28.41,13.45,17.83,20.47,19,23.11,0.31,18.55,1.19,7.16,28.19,77.4,0.97,205.3,150.16,748.93,0.01,29.9,0,0.54,0
17-10-2022 00:00,31.55,60,13.64,26.2,25.06,19.68,22.67,0.32,26.58,2,10.22,29.59,75.38,0.65,238.02,105.42,749.08,0,30.44,0,1.42,0
18-10-2022 00:00,55.51,137.48,21.56,34.91,36.14,20.76,21.18,0.3,31.7,2.56,14.29,28.92,73.97,0.98,203.87,139.14,748.36,0,30.87,0,1.86,0
19-10-2022 00:00,54.22,98.09,6.3,17.58,14.53,20.23,21.35,0.36,33.34,1.69,6.85,29.03,73.28,1.25,199.1,134.43,748.2,0,30.93,0,0.94,0
20-10-2022 00:00,55.7,101.14,5.93,19.29,15.14,17.31,15.95,0.31,35.71,1.99,6.91,29.61,70.27,1.86,170.06,169.95,749.16,0,32.48,0,0.63,0
