From Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,SR,BP,VWS,AT,RF,Xylene,TOT-RF
20-02-2023 00:00,34.85,107.52,32.1,31.2,42.74,12.02,5.06,0.81,14.12,2.4,13.56,28.04,77.11,2.07,258.94,112.82,749.88,0.02,26.61,0,0.61,0
21-02-2023 00:00,41.4,104.93,27.31,31,38.73,12.85,5.5,0.82,14.19,2.37,16.91,28.03,79,2.32,240.55,119.82,749.86,0.02,26.76,0,0.53,0
22-02-2023 00:00,55.93,137.2,28.21,34.43,41.25,13.61,6.18,1.58,14.09,3.65,27.67,28.06,77.05,2.29,250.88,112.02,749.57,0.01,26.9,0,0.97,0
23-02-2023 00:00,71.16,158.23,25.84,34.72,39.52,13,4.81,0.84,13.99,2.41,9.29,28.1,75.5,2.49,278.17,125.18,749.77,-0.01,27,0,0.68,0
24-02-2023 00:00,60.29,136.48,22.09,32.26,35.12,12.64,5.54,0.81,13.94,2.11,7.91,27.76,76.7,2.51,276.05,113.56,750.47,0,26.51,0,0.47,0
25-02-2023 00:00,54.95,125.62,25.44,31.84,37.67,14.9,6.33,0.46,14.1,2.23,13.09,27.97,78.56,1.95,276.31,129.79,751.68,0.04,27.11,0,0.52,0
26-02-2023 00:00,59.91,166.98,46.38,36.67,57.26,14.02,7.65,0.8,14.16,3.33,8.41,27.97,79.51,1.55,264.05,119.14,752.99,0.05,26.63,0,1.11,0
27-02-2023 00:00,58.06,138.84,36.94,35.46,48.94,15.41,7.25,0.67,14.04,2.85,12.86,27.93,75.94,1.65,240.26,128.29,752.97,0.06,26.26,0,0.8,0
28-02-2023 00:00,63.29,181.7,54.26,44.48,67.83,14.63,7.34,0.81,14.03,3.42,17.75,27.86,67.01,1.53,254.12,129.82,753.1,0.03,27.05,0,1.13,0
01-03-2023 00:00,88.13,288.91,72.53,50.92,86.1,17.92,7.49,0.91,14.38,5.88,23.13,27.71,63.47,1.54,239.84,130.3,753.2,0.07,26.96,0,2.71,0
02-03-2023 00:00,96.78,302.45,45.62,50.77,64.13,18.38,6.33,1.21,13.99,5.08,22.5,27.81,58.6,1.53,243.15,131.62,752.77,0.04,27.54,0,2.06,0
03-03-2023 00:00,92.04,281.12,60.77,54.06,78.21,15.91,20.26,1.62,13.84,5.15,27.45,27.85,61.52,1.28,227.97,107.64,753,0.05,27.75,0,2.19,0
04-03-2023 00:00,91.55,254.58,54.85,52.14,72.33,19.15,8.66,1.45,14.11,5.04,19.47,27.85,57.58,1.32,234.87,132.37,753.02,0.05,28.84,0,1.85,0
05-03-2023 00:00,80.05,274.27,54.21,49.79,70.64,16.51,5.85,1.26,14.3,6.28,27.61,28.01,52.89,1.67,234.87,133.38,752.29,0.04,28.51,0,1.7,0
06-03-2023 00:00,81.45,260.52,37.04,50.17,56.93,17.63,9.23,1.48,14.27,5.52,32.07,28.04,60.01,1.68,225.38,113.56,750.99,0.03,28.77,0,1.66,0
07-03-2023 00:00,68.64,212.1,30.33,43.71,47.98,16.52,5.29,1.63,14.42,5.34,23.04,28.02,70.15,1.55,226.77,99.38,750.98,0.04,27.26,0,1.36,0
08-03-2023 00:00,66.34,207.92,43.9,42.06,58.1,14.91,9.12,1.57,14.53,4.44,12.63,28.09,69.44,1.36,202.6,108.4,751.6,0.07,28.1,0,1.37,0
09-03-2023 00:00,67.16,192.8,39.2,44.26,55.46,17.9,12.82,0.86,15.36,3.66,12.89,27.99,67.2,1.38,186.21,108.61,751.24,0.07,27.87,0,2.01,0
10-03-2023 00:00,53.1,153.52,21.46,34.92,36.07,16.69,12.55,1.4,14.09,2.31,7.92,27.85,64.23,1.8,198.14,107.06,750.81,0.05,29.29,0,0.69,0
11-03-2023 00:00,61.14,153.7,17.7,35.33,33.18,16.91,13.03,0.73,13.9,2.22,7.4,27.97,62.61,1.79,232.61,137.09,751.14,0.05,27.93,0,0.45,0
12-03-2023 00:00,61.04,145.45,22.9,37.99,38.9,18.29,16.11,1.15,14.16,2.72,9.96,27.93,59.07,1.74,201.25,191.09,750.53,0.11,30.33,0,0.86,0
13-03-2023 00:00,86.22,237.31,51.41,56.66,71.99,18.72,14.75,1.04,14.22,5.63,20.44,27.93,59.53,1.41,235.64,143.52,749.51,0.06,28.78,0,1.96,0
14-03-2023 00:00,103.07,270.41,38.81,58.97,62.96,17.6,16.4,1.41,14.48,5.94,21.39,28,61.05,1.49,243.44,141.41,748.31,0.05,28.8,0,1.78,0
15-03-2023 00:00,74.86,200.24,32.69,44.89,50.51,16.03,13.1,1.05,14.51,4.66,20.82,27.97,75.28,2.02,275.12,102.62,748.12,0.01,27.4,0,1.34,0
16-03-2023 00:00,48.05,114.55,25.92,35.27,39.88,13.43,14.13,0.98,15.1,2.93,26.26,27.91,75.23,2.63,264.96,129.51,749.03,0,27.91,0,0.71,0
17-03-2023 00:00,44.9,126,34.79,40.33,49.78,15.33,15.78,1.11,14.74,3.2,13.2,27.89,67.05,1.38,260.41,44.37,749.66,0.01,25.75,0,1.06,0
18-03-2023 00:00,48.23,138.26,54.05,42,66.34,15.12,14.54,1.07,14.72,3.82,16.64,27.89,74.39,1.7,254.15,93.61,748.75,0.04,25.93,0.01,1.87,0.5
19-03-2023 00:00,13.7,60.79,20.43,35.79,35.69,14.91,14.85,0.7,14.55,1.4,5.85,27.79,76.2,2.06,252.2,100.4,747.75,0.01,23.08,0.2,0.51,17
20-03-2023 00:00,19.75,69.58,31.12,38.21,45.67,15.05,13.6,0.57,14.57,2.13,11.47,27.87,77.4,2.19,273.48,144.19,747.23,0.03,24.95,0.18,0.92,15.5
21-03-2023 00:00,21.6,69.68,31.94,34.56,44.38,14.04,15.26,0.8,14.73,1.93,15.11,28,80.39,2.16,257.87,118.29,747.18,0.01,26.34,0.11,0.77,9
22-03-2023 00:00,24.94,69.02,34.51,34.28,46.34,12.97,14.01,0.62,30.38,1.8,10.33,28.04,79.74,2.17,292.34,119.41,747.26,0,26.95,0,0.67,0
23-03-2023 00:00,29.32,119.52,48.76,38.33,60.07,12.83,14.64,0.75,28.44,2.63,11.14,28.01,76.94,1.94,275.7,109,747.39,0.02,26.78,0,1.11,0
24-03-2023 00:00,19.43,68.09,33.56,31.02,43.82,11.91,13.18,0.54,23.7,1.97,14.87,27.79,76.24,2.53,275.96,143.78,747.3,0.01,29.28,0,0.79,0
25-03-2023 00:00,24.66,73.87,30.76,29.72,40.86,12.36,14.99,0.55,22.73,1.88,7.98,28.05,77.6,2.4,269.86,135.08,748.44,0.02,28.64,0,0.64,0
26-03-2023 00:00,24.66,88.02,38.54,33.28,49.08,11.55,16.49,0.56,32.21,2.29,13.86,28.11,76.69,2.28,294.63,142.07,747.33,0.02,29.17,0,0.6,0
27-03-2023 00:00,27.53,79.42,30.11,31.45,41.25,11.44,11.79,0.45,22.16,1.65,6.86,28.24,78.2,2.38,277.67,124.88,746.92,0.02,29.19,0,0.5,0
28-03-2023 00:00,28.83,90.72,30.88,29.92,41.06,12.43,13.36,0.35,18.73,2.44,7.45,27.96,78.01,2.4,281.9,138.56,747.24,0.02,29.96,0,0.71,0
29-03-2023 00:00,26.5,76.34,27.21,29.53,37.87,12.38,14.24,0.58,18.6,1.47,5.08,27.85,77.03,2.88,305.06,138.11,748.15,0.03,29.66,0,0.42,0
30-03-2023 00:00,29.77,87.13,30.61,31.44,41.65,12.88,14.93,1.98,18.62,1.82,10.57,27.92,76.3,2.87,308.84,142.29,747.1,0.01,29.45,0,0.45,0
31-03-2023 00:00,21.67,79.41,27.96,31.44,39.51,10.98,11.42,0.38,19.35,1.36,4.29,28.32,75,3.25,305.62,204.94,746.61,0.04,29.54,0,0.34,0
01-04-2023 00:00,19.79,65.33,25.58,30.07,36.84,12.69,14.28,0.52,18.83,1.38,3.87,27.76,74.54,2.71,310.88,109.37,747.18,0.02,29.8,0,0.43,0
02-04-2023 00:00,19.16,69.92,38.91,32.91,49.14,11.55,14.4,0.47,18.52,1.89,21.84,27.69,79.5,1.92,274.37,76.08,747.24,0.01,27.44,0,0.52,0
03-04-2023 00:00,21.54,69.45,25.92,32.17,38.24,13.1,14.32,0.52,19.11,2.06,14.59,27.76,74.49,2.94,285.23,169.34,746.63,0.04,30.46,0,0.47,0
04-04-2023 00:00,25.33,77.36,29.87,32.87,41.82,12.39,12.64,0.71,19.03,1.64,7.85,27.8,78.12,2.9,303.27,140.55,747.46,0.03,30.02,0,0.46,0
05-04-2023 00:00,21.68,72.72,29.54,31.53,40.78,13.2,14.47,0.71,18.88,1.73,7.43,27.74,76.09,2.63,296.61,143.31,747.16,0.02,30.61,0,0.5,0
06-04-2023 00:00,21.55,70.06,29.07,31.44,40.42,12.74,13.29,0.53,19.31,1.66,8.64,27.79,77.21,2.88,280.51,150.1,747.93,0.03,30.3,0,0.44,0
07-04-2023 00:00,30.31,100.28,23.76,31.66,36.19,16.45,13.2,0.54,20.24,1.89,6.89,27.53,71.25,2.11,258.43,158.06,749.34,0.05,30.23,0,0.62,0
08-04-2023 00:00,38.71,115.62,29.98,34.35,42.69,14.82,16.3,0.79,20.35,2.54,13.16,27.76,76.97,2.13,272.2,151.22,750.34,0.04,30.25,0,0.63,0
09-04-2023 00:00,53.88,111.64,22.31,34.23,36.4,14.5,11.76,0.34,19.6,2.22,19.64,27.61,69.69,2.06,240.86,172.43,750.34,0.05,31.32,0,0.59,0
10-04-2023 00:00,61.93,146.65,24.49,38.21,40.28,15.13,13.27,0.55,20.13,2.86,18.1,27.47,64.74,2.19,246.34,144.15,748.91,0.02,32.63,0,0.68,0
11-04-2023 00:00,53.4,202.12,23.28,40.68,40.66,15.24,14.96,0.81,20.3,3.68,30.33,27.67,63.53,1.93,222.67,160.16,748.76,0.04,34.12,0,1.2,0
12-04-2023 00:00,55.59,172.04,21.92,37.3,37.71,15.35,11.45,1.19,19.9,3.92,27.49,27.78,66.49,1.99,242.21,154.27,747.63,0.05,34.2,0,1.05,0
13-04-2023 00:00,53.44,159.91,21.32,36.38,36.73,14.55,12.46,0.87,18.49,2.76,15.81,27.85,65.36,2.15,242.15,149.55,747.18,0.04,34.22,0,0.73,0
14-04-2023 00:00,54.18,157.85,23.8,38.68,39.97,14.1,15.33,1.17,18.74,3.57,23.3,28.64,63.28,2.4,262.42,150.29,746.6,0.01,34.58,0,0.87,0
15-04-2023 00:00,70.75,189.21,19.85,40.36,37.65,15.19,13.59,0.79,19.42,3.3,16.3,28.43,62.2,2.18,249.01,144.15,745.93,0.03,35.79,0,0.95,0
16-04-2023 00:00,78.23,176.28,14.49,35.23,30.56,12.69,13.1,0.74,19.34,3.03,11.83,27.7,71.78,2.57,243.79,127.21,745.01,0.03,34.03,0,0.65,0
17-04-2023 00:00,68.99,184.91,21.48,37.94,37.69,14.81,11.84,0.73,18.51,3.37,20.05,27.42,65.39,2.21,252.31,150.3,745.87,0.03,35.08,0,0.9,0
18-04-2023 00:00,64.31,227.55,15.13,37.93,32.49,15.39,16.03,0.68,18,3.62,14.7,27.54,52.86,2.49,250.69,263.38,745.9,0.06,40.88,0,0.99,0
19-04-2023 00:00,57.38,191.03,22.86,36.91,38.26,14.02,11.82,0.79,18.74,3.78,13.92,27.46,66.89,2.59,260.55,133.53,744.37,0.02,34.42,0,0.96,0
20-04-2023 00:00,58.48,171.25,22.64,34.88,37,13.36,13.5,0.61,19.87,3.13,16.23,27.17,69.58,2.55,268.5,130.79,743.24,0.02,33.4,0,0.81,0
21-04-2023 00:00,61.85,133.79,19.46,30.74,32.17,14.04,10.57,0.47,22.57,1.97,6.99,27.12,75.6,2.19,222.34,121.49,744.35,0.05,30.93,0,0.6,0
22-04-2023 00:00,56.12,138.74,24.36,35.72,38.86,13.06,14.29,0.75,19.43,2.53,13.75,27.23,73.67,2.4,276.2,149.67,744.75,0.03,30.95,0,0.78,0
23-04-2023 00:00,24.69,69.75,11.1,25.4,22.58,14.1,12.93,0.44,24.74,1.27,4.25,27.33,69.3,2.29,201.83,119.39,746.1,0.06,29.54,0,0.34,0
24-04-2023 00:00,32.44,78.77,13.35,24.74,24.06,14.53,11.69,0.35,22.66,1.09,5.36,27.11,75.02,1.9,202.22,155.74,747.34,0.09,31.41,0,0.29,0
25-04-2023 00:00,20.87,55.96,17.75,24.1,27.26,13.61,13.38,0.39,18.78,1.16,5.61,27.38,74.2,2.15,221.87,113.7,747.59,0.05,31.65,0,0.37,0
26-04-2023 00:00,34.16,98.72,22.49,27.44,32.93,13.56,15,0.2,21.65,1.68,6.27,27.36,74.08,1.91,236.7,133.53,747.06,0.07,31.12,0,0.41,0
27-04-2023 00:00,43.6,115.96,27.34,35.99,41.42,12.56,14.38,2,18.23,1.98,12.92,28.23,70.14,2.05,271.63,128.86,746.74,0.03,31.38,0,0.73,0
28-04-2023 00:00,43.46,102.87,27.75,34.17,40.76,12.63,13.53,0.51,18.51,2.29,12.59,28.01,72.11,2.36,268.24,173.12,747.52,0.03,31.94,0,0.63,0
29-04-2023 00:00,42.23,124.49,38.31,37.77,51.28,13.89,14.65,0.5,19.36,3.35,26.8,27.56,71.53,1.94,270.26,135.62,746.91,0.04,31.29,0,1.23,0
30-04-2023 00:00,41.32,138.32,47.15,41,60.18,14.23,13.64,0.46,19.63,2.67,11.39,27.51,68.78,1.93,272.58,145.82,745.78,0.04,32.14,0,1.28,0
01-05-2023 00:00,26.97,80.85,28.72,37.03,43.08,15.5,13.64,0.52,20.69,2.12,15.39,27.62,80.55,1.64,267,30.93,746.95,0.03,26.19,0.22,0.61,19
02-05-2023 00:00,28.99,122.2,40.51,35.44,51.83,14.66,14.09,0.41,19.81,2.1,9.37,27.48,76.71,1.66,235.67,172.06,747.48,0.06,28.53,0,0.8,0
03-05-2023 00:00,22.28,75.34,31.95,34.51,44.37,14.62,14.28,0.45,18.78,1.93,9.86,27.26,79.88,1.33,244.21,80.08,747.93,0.02,27.86,0.05,0.8,4.5
04-05-2023 00:00,12.73,43.69,33.3,30.22,43.18,14.84,13.9,0.35,22.36,1.42,8.27,27.22,77.89,1.65,228.59,159.5,747.11,0.07,29.76,0,0.59,0
05-05-2023 00:00,22.66,88.04,33.15,35.78,45.98,14.82,14.92,0.26,19.1,2.22,11.89,27.42,73.98,2.01,274.06,138.01,745.72,0.03,30.84,0,0.79,0
06-05-2023 00:00,23.55,102.54,32.73,36.95,46.31,14.9,13.63,0.36,19.89,1.97,9.79,27.43,72.37,2.32,286.52,159.38,744.98,0.04,31.76,0,0.73,0
07-05-2023 00:00,28.75,87.51,19.94,37.93,36.45,16.62,12.37,0.53,19.72,2.78,17.74,27.68,71.89,1.95,274.85,147.62,744.6,0.02,33.95,0,0.78,0
08-05-2023 00:00,36.03,87.07,21.79,35.94,36.88,17.88,13.74,0.52,20.13,2.53,17.31,28.04,76.25,2.43,267.71,148.26,744.35,0.03,32.75,0,0.51,0
09-05-2023 00:00,43.76,87.36,19.27,34.46,34.03,18.86,12.37,0.43,19.7,2.05,14.03,27.69,77.03,2.31,254.98,147.18,744.84,0.03,32.68,0,0.57,0
10-05-2023 00:00,36.35,71.95,19.05,32.15,32.64,18.75,11.78,0.25,20.17,1.83,11.08,27.72,78.35,2.07,248.98,149.24,744.66,0.03,32.73,0,0.37,0
11-05-2023 00:00,27.51,75.79,18.87,29.68,30.94,18.69,11.86,0.34,22.48,1.39,6.76,27.51,74.38,1.76,201.45,150.76,745.19,0.07,32.99,0,0.45,0
12-05-2023 00:00,19.03,55.42,14.74,29.13,27.53,18.12,13.37,0.28,20.86,1.1,6.67,27.5,71.22,1.95,238.35,125.01,744.3,0.05,33.47,0,0.33,0
13-05-2023 00:00,32.75,116.42,22.84,36.16,37.63,18.65,14.7,0.55,19.76,2.36,9.22,27.58,73.21,1.73,240.07,121.62,743.35,0.03,33.07,0,0.82,0
14-05-2023 00:00,72.66,165.97,13.01,35.22,29.39,23.19,18.94,0.61,22.08,2.76,6.96,28.58,77.03,1.86,227.85,169.41,741.69,0.04,34.26,0,0.42,0
15-05-2023 00:00,62.34,186.76,12.44,39.39,31.12,22.52,15.92,0.61,22.39,5.05,9.04,27.68,77.56,2.2,254.54,152.92,742.21,0.04,34.56,0,0.63,0
16-05-2023 00:00,47.08,148.54,10.84,27.57,23.52,22.06,11.13,0.6,23.68,2.68,6.1,27.7,78.19,2.1,189.37,160.54,743.96,0.07,35.06,0,0.35,0
17-05-2023 00:00,34.62,101.02,12.28,29.03,25.43,21.68,14.68,0.33,19.2,1.03,3.13,28.24,79.82,3.19,231.61,138.1,746.24,0.07,33.86,0,0.22,0
18-05-2023 00:00,35.76,120.36,16.21,36.39,32.58,21.81,11.79,0.39,19.78,2.22,5.33,28.06,75.6,2.72,301.1,135.68,747.17,0.03,34.01,0,0.36,0
19-05-2023 00:00,37.41,112.28,15.38,36.11,31.56,21.28,11.81,0.42,20.71,1.78,5.86,27.78,74.93,3,299.68,147.47,746.24,0.04,32.86,0.11,0.42,10
20-05-2023 00:00,43.73,117.68,20.63,38.6,37.42,22.33,12.15,0.49,21.05,2.14,10.06,27.98,73.73,2.51,293.16,188.87,745.62,0.03,33.44,0,0.39,0
21-05-2023 00:00,30.16,87.44,11.63,34.15,27.74,20.96,15.59,0.42,21.56,0.83,2.99,27.59,72.4,3.2,293.86,187.16,746.65,0.05,33.64,0,0.21,0
22-05-2023 00:00,37.83,98.49,16.58,36.13,32.74,23.05,13.92,0.42,19.77,1.03,5.76,27.91,72.83,3.03,292.61,165.98,746.87,0.04,33,0.08,0.16,7.5
23-05-2023 00:00,37.31,100.74,17.43,39.17,35.05,23.18,13.28,0.36,21.31,0.76,3.17,27.85,71.47,2.37,263.72,123.52,747,0.03,31.1,0.01,0.17,1
24-05-2023 00:00,45.62,112.26,18.71,38.79,35.89,23.6,13.71,0.29,19.84,0.39,1.44,28.01,73.28,2.97,291.02,150.95,745.92,0.03,32.64,0,0.07,0
25-05-2023 00:00,44.69,107.33,18.36,40.04,36.22,26.18,13.98,0.57,19.92,1.02,4.73,28.65,76.25,2.96,284.96,93.02,745.31,0.02,30.3,0.14,0.23,11
26-05-2023 00:00,44.95,118.93,18.54,42.96,37.97,25.71,13.58,0.58,21.73,1.25,4.64,27.79,77.29,2,272.69,94.82,745.94,0.02,31.17,0.01,0.3,0.5
27-05-2023 00:00,56.69,143.54,15.42,37.24,32.39,26.17,9.54,0.5,22.47,1.89,7.97,27.52,77.65,2.3,230.18,157.55,744.47,0.04,33.36,0,0.34,0
28-05-2023 00:00,54.56,133.02,19.7,40.52,37.62,30.2,19.3,0.56,21.89,0.64,2.47,29.07,77.41,1.85,217.49,136.11,744.91,0.04,32.3,0,0.14,0
29-05-2023 00:00,53.88,187.65,36.02,42.9,52.12,26.72,21,0.67,21.22,0.9,2.08,28.76,74.98,2.05,266.16,160.44,745.86,0.05,32.83,0,0.14,0
30-05-2023 00:00,36.16,102.4,16.87,36.72,33.3,24.37,12.83,0.31,19.94,0.74,3.28,27.99,72.2,2.31,283.49,163.17,745.94,0.03,34.14,0,0.21,0
31-05-2023 00:00,57.97,178.05,24.8,45.37,44.34,24.71,14.14,0.7,20.26,1.75,7.6,27.54,69.39,2.14,291.55,116.39,744.65,0.01,33.63,0,0.41,0
01-06-2023 00:00,60.97,144.13,17.32,41.2,36.06,26.7,14.28,0.66,20.41,0.88,3.65,28.01,73.76,2.25,269.58,123.15,743.61,0.02,34.36,0,0.16,0
02-06-2023 00:00,76.74,174.72,19.57,40.45,37.42,27.44,9.99,0.45,20.61,1.73,10.09,27.33,79.97,1.68,270.24,120.88,743.64,0.02,33.8,0,0.3,0
03-06-2023 00:00,34.73,101.47,10.72,32.5,26,23.51,13.94,0.38,23.39,1.13,2.49,27.9,79.75,3.01,237.44,174.13,743.6,0.07,34.79,0,0.18,0
04-06-2023 00:00,38.3,106.74,8.75,32.33,24.25,24.08,13.82,0.3,22.18,0.67,1.98,27.45,75.81,2.64,225.21,136.36,743.88,0.04,33.2,0,0.13,0
05-06-2023 00:00,44.67,110.85,10.92,35.63,27.88,24.7,14.06,0.48,23.27,1.22,3.77,27.41,70.38,2.12,252.61,148.56,743.03,0.04,32.9,0,0.19,0
06-06-2023 00:00,45.46,140.54,13.17,38.9,31.44,24.98,12.75,0.57,21.45,1.29,5.38,27.58,75.96,1.78,250.22,112.87,742.22,0.03,34.24,0,0.33,0
07-06-2023 00:00,53.32,202.32,17.27,46.44,38.79,25,13.35,0.58,21.38,1.45,6.3,27.84,68.09,2.25,289.48,138.35,741.79,0.03,35.92,0,0.24,0
08-06-2023 00:00,59.39,193.08,20.91,53.4,45.45,26.36,16.84,0.77,22.83,1.65,6.34,28.97,62.12,1.79,273.98,132.21,741.31,0.01,37.42,0,0.48,0
09-06-2023 00:00,46.03,162,11.49,38.92,30.09,25.13,11.81,0.63,22.49,1.09,2.92,28.25,69.74,2.15,263.3,145.4,740.15,0.02,36.84,0.01,0.25,1
10-06-2023 00:00,45.6,147.23,16.8,41.92,36.01,23.11,12.48,0.71,19.31,1.58,6.68,28.31,57.72,2.49,281.94,161.03,739.07,0,40.9,0,0.34,0
11-06-2023 00:00,43.92,152.32,13.01,39.24,31.5,23.84,9.95,0.63,21.86,1.87,8.05,27.49,60.31,2.49,263.11,141.78,739.78,0.02,38.53,0,0.31,0
12-06-2023 00:00,39.06,129.12,18.67,40.81,36.93,24.21,12.24,0.57,17.75,0.66,2.76,27.84,71.05,2.69,256.16,133.67,740.48,0.02,34.84,0,0.08,0
13-06-2023 00:00,54.09,164.32,16.59,46.12,37.59,29.93,13.62,0.52,28.6,0.06,0.11,28.93,70.47,1.91,229.97,117.36,740.84,0.02,35.57,0,0.04,0
14-06-2023 00:00,41.66,127.48,15.42,42.51,35.15,27.46,9.1,0.61,19.32,0.02,0.05,28.95,69.78,2.9,254.57,159.83,741.46,0.02,34.37,0,0.02,0
15-06-2023 00:00,47.55,157.28,18.36,52.25,42.76,26.27,12.4,0.77,13.77,0,0.04,29.2,66.05,2.04,270.25,133.38,741.68,0.01,37.1,0,0.99,0
16-06-2023 00:00,54.35,182.21,14.33,53.43,40.07,25.81,16.12,0.71,13.59,0,0.17,29.44,62.65,2,270.57,97.66,740.78,0.01,38.2,0,0.91,0
17-06-2023 00:00,46.13,151.75,13.86,45.17,35.34,25.19,12.06,0.6,19.29,1.75,9.8,30.17,59.68,2.4,235.81,135.03,741.49,0.03,37.77,0.01,2.74,0.5
18-06-2023 00:00,48.93,150.86,10.94,42.11,31.35,29.23,6.44,0.66,15.22,2.74,14.08,28.63,69.04,2.35,192.73,185.72,741.49,0.03,36.5,0,0.65,0
19-06-2023 00:00,34.86,94.71,13.55,39.79,31.88,29.39,11.06,0.65,14.47,2.06,9.26,30.97,76.85,2.04,207.6,83.18,742.16,0.02,31.58,0.02,0.61,2
20-06-2023 00:00,47.96,119.27,9.84,42.75,30.78,28.23,11.79,0.57,15.82,3.48,27.79,28.74,76.26,2.16,224.24,142.33,742.32,0.03,32.19,0,0.51,0
21-06-2023 00:00,31.81,90.95,12.95,41.51,32.52,22.43,7.31,0.35,15.54,1.69,11.24,29.08,72.26,2.39,247.83,170.31,742.05,0.02,33.2,0,0.39,0
22-06-2023 00:00,34,133,10.3,36.1,27.6,24.7,7.3,0.33,10.9,1.6,4.1,29.8,81,4.6,281,8,743,0,31.6,0,0.2,0
